time,abrupt_drift,gradual_drift,abrupt_regime,gradual_regime
97,-0.02560001052410038,-0.02560001052410038,0,0.0
98,0.002917057369109029,0.002917057369109029,0,0.0
99,-0.016005065337407393,-0.016005065337407393,0,0.0
100,-0.15492453794878916,-0.15492453794878916,0,0.0
101,-0.16280314956808575,-0.16280314956808575,0,0.0
102,-0.13352906371738774,-0.13352906371738774,0,0.0
103,-0.15449034798245495,-0.15449034798245495,0,0.0
104,-0.11301503680908734,-0.11301503680908734,0,0.0
105,-0.019108874169325038,-0.019108874169325038,0,0.0
106,0.19593449814741046,0.19593449814741046,0,0.0
107,0.17802715463497729,0.17802715463497729,0,0.0
108,0.12898986315077618,0.12898986315077618,0,0.0
109,0.060141868017008764,0.060141868017008764,0,0.0
110,-0.16956159974645238,-0.16956159974645238,0,0.0
111,-0.15032904094548535,-0.15032904094548535,0,0.0
112,-0.08032789181299516,-0.08032789181299516,0,0.0
113,0.21212770598722958,0.21212770598722958,0,0.0
114,0.16653164667427045,0.16653164667427045,0,0.0
115,0.1209545103753317,0.1209545103753317,0,0.0
116,0.05998610199488695,0.05998610199488695,0,0.0
117,-0.09306982424110999,-0.09306982424110999,0,0.0
118,0.027829201659636663,0.027829201659636663,0,0.0
119,0.11607062944460875,0.11607062944460875,0,0.0
120,0.16639385792806438,0.16639385792806438,0,0.0
121,0.01896221497405587,0.01896221497405587,0,0.0
122,0.12217043148724176,0.12217043148724176,0,0.0
123,-0.046241204084245854,-0.046241204084245854,0,0.0
124,-0.002741340184818003,-0.002741340184818003,0,0.0
125,0.22610073124999264,0.22610073124999264,0,0.0
126,0.08237522052388888,0.08237522052388888,0,0.0
127,-0.03594974279116463,-0.03594974279116463,0,0.0
128,-0.03526970182894536,-0.03526970182894536,0,0.0
129,-0.07137337831654328,-0.07137337831654328,0,0.0
130,-0.20511110539405883,-0.20511110539405883,0,0.0
131,-0.1429579111713357,-0.1429579111713357,0,0.0
132,-0.17957447923086728,-0.17957447923086728,0,0.0
133,-0.06770875808690854,-0.06770875808690854,0,0.0
134,-0.11019453404673371,-0.11019453404673371,0,0.0
135,0.08037956488174869,0.08037956488174869,0,0.0
136,0.008017229481121976,0.008017229481121976,0,0.0
137,-0.04186828101201971,-0.04186828101201971,0,0.0
138,0.04625365103112681,0.04625365103112681,0,0.0
139,-0.07770985461609015,-0.07770985461609015,0,0.0
140,-0.04867262043868454,-0.04867262043868454,0,0.0
141,0.10731815000051322,0.10731815000051322,0,0.0
142,-0.06515927936797529,-0.06515927936797529,0,0.0
143,-0.055127667641252466,-0.055127667641252466,0,0.0
144,-0.005081998814564562,-0.005081998814564562,0,0.0
145,0.08514222165432989,0.08514222165432989,0,0.0
146,-0.05456489400143137,-0.05456489400143137,0,0.0
147,-0.19272602084043872,-0.19272602084043872,0,0.0
148,-0.09107368131037494,-0.09107368131037494,0,0.0
149,-0.004615273556893604,-0.004615273556893604,0,0.0
150,0.03957180245114776,0.03957180245114776,0,0.0
151,0.06722531762199449,0.06722531762199449,0,0.0
152,-0.022136578550483045,-0.022136578550483045,0,0.0
153,-0.007928956648684982,-0.007928956648684982,0,0.0
154,0.02739139772101675,0.02739139772101675,0,0.0
155,-0.04793623229608639,-0.04793623229608639,0,0.0
156,0.1427501857334032,0.1427501857334032,0,0.0
157,0.17117068713711858,0.17117068713711858,0,0.0
158,-0.010743837157250635,-0.010743837157250635,0,0.0
159,0.022826153710158746,0.022826153710158746,0,0.0
160,-0.07705847662315501,-0.07705847662315501,0,0.0
161,0.012496448333689444,0.012496448333689444,0,0.0
162,0.14126841189232298,0.14126841189232298,0,0.0
163,0.028447208011949443,0.028447208011949443,0,0.0
164,0.09084169695552714,0.09084169695552714,0,0.0
165,0.10826200865568165,0.10826200865568165,0,0.0
166,0.15064728353288892,0.15064728353288892,0,0.0
167,0.2885447233605696,0.2885447233605696,0,0.0
168,0.17616751038159084,0.17616751038159084,0,0.0
169,0.00785144719740978,0.00785144719740978,0,0.0
170,-0.11790378728094268,-0.11790378728094268,0,0.0
171,-0.17747434776077994,-0.17747434776077994,0,0.0
172,-0.12610889169384584,-0.12610889169384584,0,0.0
173,-0.0312770463212563,-0.0312770463212563,0,0.0
174,0.027869221214766034,0.027869221214766034,0,0.0
175,0.11126911113966648,0.11126911113966648,0,0.0
176,0.08474163385657069,0.08474163385657069,0,0.0
177,0.19089289257305495,0.19089289257305495,0,0.0
178,0.10930030396333422,0.10930030396333422,0,0.0
179,0.3212785813150183,0.3212785813150183,0,0.0
180,0.2977295390358484,0.2977295390358484,0,0.0
181,0.08821215932404683,0.08821215932404683,0,0.0
182,-0.09606543015404345,-0.09606543015404345,0,0.0
183,-0.046247534463725606,-0.046247534463725606,0,0.0
184,-0.040131220072756886,-0.040131220072756886,0,0.0
185,0.04854458024374882,0.04854458024374882,0,0.0
186,0.09418567066690492,0.09418567066690492,0,0.0
187,0.0583567292190869,0.0583567292190869,0,0.0
188,-0.056831122564951965,-0.056831122564951965,0,0.0
189,-0.20862096636436542,-0.20862096636436542,0,0.0
190,-0.20018204378520407,-0.20018204378520407,0,0.0
191,-0.032781562322942936,-0.032781562322942936,0,0.0
192,0.03522053331170686,0.03522053331170686,0,0.0
193,-0.08984113875724473,-0.08984113875724473,0,0.0
194,-0.06159892508301895,-0.06159892508301895,0,0.0
195,0.007220825657917464,0.007220825657917464,0,0.0
196,-0.07028929807717554,-0.07028929807717554,0,0.0
197,-0.042303092998771136,-0.042303092998771136,0,0.0
198,-0.013963742938981807,-0.013963742938981807,0,0.0
199,-0.11700740553449354,-0.11700740553449354,0,0.0
200,-0.055034439804970144,-0.055034439804970144,0,0.0
201,0.03545238189974603,0.03545238189974603,0,0.0
202,0.14767391779831857,0.14767391779831857,0,0.0
203,0.21642886306219594,0.21642886306219594,0,0.0
204,0.00584137009438393,0.00584137009438393,0,0.0
205,-0.13239518052844432,-0.13239518052844432,0,0.0
206,-0.055580891720766266,-0.055580891720766266,0,0.0
207,0.033392917820296734,0.033392917820296734,0,0.0
208,0.08933528123099543,0.08933528123099543,0,0.0
209,0.4500627904862092,0.4500627904862092,0,0.0
210,0.399272227212085,0.399272227212085,0,0.0
211,0.3429617876904861,0.3429617876904861,0,0.0
212,0.2899151610592921,0.2899151610592921,0,0.0
213,0.22847889643991626,0.22847889643991626,0,0.0
214,0.09327316047604003,0.09327316047604003,0,0.0
215,0.10481967114217552,0.10481967114217552,0,0.0
216,-0.012081416635224773,-0.012081416635224773,0,0.0
217,-0.05431092821061582,-0.05431092821061582,0,0.0
218,-0.08956881402435805,-0.08956881402435805,0,0.0
219,-0.052605451638731024,-0.052605451638731024,0,0.0
220,0.20729525816123764,0.20729525816123764,0,0.0
221,-0.01036922240243851,-0.01036922240243851,0,0.0
222,0.018871589483253008,0.018871589483253008,0,0.0
223,-0.14410047105187507,-0.14410047105187507,0,0.0
224,-0.166247881317094,-0.166247881317094,0,0.0
225,0.0047168488534364145,0.0047168488534364145,0,0.0
226,0.043451057255714215,0.043451057255714215,0,0.0
227,-0.07395700175904653,-0.07395700175904653,0,0.0
228,-0.1393861837843769,-0.1393861837843769,0,0.0
229,-0.02875777178222462,-0.02875777178222462,0,0.0
230,-0.06816564384061799,-0.06816564384061799,0,0.0
231,-0.02713510175785198,-0.02713510175785198,0,0.0
232,-0.0035177686477766076,-0.0035177686477766076,0,0.0
233,-0.0625472293272326,-0.0625472293272326,0,0.0
234,0.16506017920030183,0.16506017920030183,0,0.0
235,0.20794949145748914,0.20794949145748914,0,0.0
236,-0.06916670133982977,-0.06916670133982977,0,0.0
237,-0.07827782788641889,-0.07827782788641889,0,0.0
238,-0.11496756851800796,-0.11496756851800796,0,0.0
239,0.008924844242499813,0.008924844242499813,0,0.0
240,-0.04911868474566863,-0.04911868474566863,0,0.0
241,-0.05255356079172477,-0.05255356079172477,0,0.0
242,0.01827961621379963,0.01827961621379963,0,0.0
243,0.1117099245463968,0.1117099245463968,0,0.0
244,-0.03431762431122011,-0.03431762431122011,0,0.0
245,-0.0832462079423503,-0.0832462079423503,0,0.0
246,-0.10722797260773184,-0.10722797260773184,0,0.0
247,-0.13446605975508663,-0.13446605975508663,0,0.0
248,0.09041817074558675,0.09041817074558675,0,0.0
249,0.13972591964358227,0.13972591964358227,0,0.0
250,-0.03239129386775605,-0.03239129386775605,0,0.0
251,0.03792797568255631,0.03792797568255631,0,0.0
252,0.2490362590208596,0.2490362590208596,0,0.0
253,0.2948899381352911,0.2948899381352911,0,0.0
254,0.0341677021086596,0.0341677021086596,0,0.0
255,-0.08006723322675569,-0.08006723322675569,0,0.0
256,0.0558037879155258,0.0558037879155258,0,0.0
257,-0.010110469584106302,-0.010110469584106302,0,0.0
258,0.025132809564232646,0.025132809564232646,0,0.0
259,0.09959174691114106,0.09959174691114106,0,0.0
260,-0.018046211541741977,-0.018046211541741977,0,0.0
261,-0.04030785422180181,-0.04030785422180181,0,0.0
262,-0.3527637750760003,-0.3527637750760003,0,0.0
263,-0.3765882133498689,-0.3765882133498689,0,0.0
264,-0.2559746308040111,-0.2559746308040111,0,0.0
265,-0.25424038016972006,-0.25424038016972006,0,0.0
266,0.011043752418189723,0.011043752418189723,0,0.0
267,-0.0833310598275675,-0.0833310598275675,0,0.0
268,-0.11287804701539032,-0.11287804701539032,0,0.0
269,-0.060562167918189636,-0.060562167918189636,0,0.0
270,0.11825320397513792,0.11825320397513792,0,0.0
271,-0.036871218354195684,-0.036871218354195684,0,0.0
272,0.06316875973711183,0.06316875973711183,0,0.0
273,0.05893255756248732,0.05893255756248732,0,0.0
274,-0.06363857100222761,-0.06363857100222761,0,0.0
275,-0.016487020887952474,-0.016487020887952474,0,0.0
276,0.019444067047430548,0.019444067047430548,0,0.0
277,-0.04116902990034454,-0.04116902990034454,0,0.0
278,-0.029843828830759853,-0.029843828830759853,0,0.0
279,-0.054172616770715,-0.054172616770715,0,0.0
280,-0.026017593125295224,-0.026017593125295224,0,0.0
281,0.05623351630601149,0.05623351630601149,0,0.0
282,0.20879201328440347,0.20879201328440347,0,0.0
283,0.03200535748363556,0.03200535748363556,0,0.0
284,0.19714922079565445,0.19714922079565445,0,0.0
285,-0.04389047481245373,-0.04389047481245373,0,0.0
286,-0.08972073351265222,-0.08972073351265222,0,0.0
287,-0.004166771199173386,-0.004166771199173386,0,0.0
288,0.04270991651669501,0.04270991651669501,0,0.0
289,-0.027268664528868704,-0.027268664528868704,0,0.0
290,-0.051169139962161485,-0.051169139962161485,0,0.0
291,-0.08478167252983873,-0.08478167252983873,0,0.0
292,-0.11652798572585985,-0.11652798572585985,0,0.0
293,0.008694155627382336,0.008694155627382336,0,0.0
294,0.06596247024358257,0.06596247024358257,0,0.0
295,-0.018259814456675835,-0.018259814456675835,0,0.0
296,0.062159641929267886,0.062159641929267886,0,0.0
297,0.08410962852241041,0.08410962852241041,0,0.0
298,0.13614198631597074,0.13614198631597074,0,0.0
299,0.15505454754065573,0.15505454754065573,0,0.0
300,0.013915739677123215,0.013915739677123215,0,0.0
301,-0.07589642178612954,-0.07589642178612954,0,0.0
302,0.01122907514799791,0.01122907514799791,0,0.0
303,0.08519957101897073,0.08519957101897073,0,0.0
304,0.0638236823891622,0.0638236823891622,0,0.0
305,0.045751770038413804,0.045751770038413804,0,0.0
306,0.1516031691317411,0.1516031691317411,0,0.0
307,0.052975042414127135,0.052975042414127135,0,0.0
308,0.06676913822195729,0.06676913822195729,0,0.0
309,0.022601036851351,0.022601036851351,0,0.0
310,-0.017041118486032687,-0.017041118486032687,0,0.0
311,0.09172458303962266,0.09172458303962266,0,0.0
312,0.15932952502770764,0.15932952502770764,0,0.0
313,0.19046966701430545,0.19046966701430545,0,0.0
314,0.25105770932133575,0.25105770932133575,0,0.0
315,0.16485261821748343,0.16485261821748343,0,0.0
316,0.14986584983921597,0.14986584983921597,0,0.0
317,0.055895480568530484,0.055895480568530484,0,0.0
318,0.04715984973582541,0.04715984973582541,0,0.0
319,0.013534478238185772,0.013534478238185772,0,0.0
320,0.011095209142655356,0.011095209142655356,0,0.0
321,0.06568497421017849,0.06568497421017849,0,0.0
322,-0.031493130783735536,-0.031493130783735536,0,0.0
323,0.1709072280995219,0.1709072280995219,0,0.0
324,0.04242267048639445,0.04242267048639445,0,0.0
325,-0.12166217050956205,-0.12166217050956205,0,0.0
326,0.009996816845078249,0.009996816845078249,0,0.0
327,0.1114961569742686,0.1114961569742686,0,0.0
328,0.14960954391561476,0.14960954391561476,0,0.0
329,0.16022295466406608,0.16022295466406608,0,0.0
330,0.09703177766343847,0.09703177766343847,0,0.0
331,-0.0441446059506456,-0.0441446059506456,0,0.0
332,-0.04714158447383155,-0.04714158447383155,0,0.0
333,-0.0966005175401473,-0.0966005175401473,0,0.0
334,0.02965987620442359,0.02965987620442359,0,0.0
335,0.02834226632135447,0.02834226632135447,0,0.0
336,-0.06580788186305231,-0.06580788186305231,0,0.0
337,-0.09045334292001209,-0.09045334292001209,0,0.0
338,-0.01790795253583677,-0.01790795253583677,0,0.0
339,-0.052608148725064474,-0.052608148725064474,0,0.0
340,-0.12072696802952737,-0.12072696802952737,0,0.0
341,-0.06169122352941777,-0.06169122352941777,0,0.0
342,-0.0007109281067564643,-0.0007109281067564643,0,0.0
343,-0.038924815316634595,-0.038924815316634595,0,0.0
344,-0.07810149719378867,-0.07810149719378867,0,0.0
345,-0.03149124095594039,-0.03149124095594039,0,0.0
346,-0.154381127475727,-0.154381127475727,0,0.0
347,-0.25795303122704905,-0.25795303122704905,0,0.0
348,-0.24733062161173747,-0.24733062161173747,0,0.0
349,-0.1676186062151649,-0.1676186062151649,0,0.0
350,-0.05353800408998397,-0.05353800408998397,0,0.0
351,0.13822893966600103,0.13822893966600103,0,0.0
352,0.20705671487099958,0.20705671487099958,0,0.0
353,0.12200573096725675,0.12200573096725675,0,0.0
354,0.0542916210093366,0.0542916210093366,0,0.0
355,-0.08122078584976296,-0.08122078584976296,0,0.0
356,-0.07768626648091669,-0.07768626648091669,0,0.0
357,-0.07477071990679458,-0.07477071990679458,0,0.0
358,-0.012007466595443383,-0.012007466595443383,0,0.0
359,-0.07737492365022809,-0.07737492365022809,0,0.0
360,-0.007563794176976564,-0.007563794176976564,0,0.0
361,0.16269784068872215,0.16269784068872215,0,0.0
362,0.12079501654068728,0.12079501654068728,0,0.0
363,0.10426761730469955,0.10426761730469955,0,0.0
364,0.12826948970673344,0.12826948970673344,0,0.0
365,0.04164002111586322,0.04164002111586322,0,0.0
366,0.03006736713238557,0.03006736713238557,0,0.0
367,0.016985129560915295,0.016985129560915295,0,0.0
368,0.017342240077138298,0.017342240077138298,0,0.0
369,-0.06682421223601907,-0.06682421223601907,0,0.0
370,-0.05447680037834865,-0.05447680037834865,0,0.0
371,0.01958323126906987,0.01958323126906987,0,0.0
372,0.1716763058704298,0.1716763058704298,0,0.0
373,0.22935148105105058,0.22935148105105058,0,0.0
374,0.36446416941791016,0.36446416941791016,0,0.0
375,0.16896628303531308,0.16896628303531308,0,0.0
376,0.14951225621673625,0.14951225621673625,0,0.0
377,0.10415074894016157,0.10415074894016157,0,0.0
378,0.27239844123054924,0.27239844123054924,0,0.0
379,0.11625877466089193,0.11625877466089193,0,0.0
380,-0.04544485273547391,-0.04544485273547391,0,0.0
381,-0.11954690166495974,-0.11954690166495974,0,0.0
382,-0.29893812321585367,-0.29893812321585367,0,0.0
383,-0.2678166204077671,-0.2678166204077671,0,0.0
384,-0.2303789378384128,-0.2303789378384128,0,0.0
385,-0.11570044754155605,-0.11570044754155605,0,0.0
386,-0.01230897288784634,-0.01230897288784634,0,0.0
387,0.20090999511962276,0.20090999511962276,0,0.0
388,0.2582321744918725,0.2582321744918725,0,0.0
389,0.10871337500333315,0.10871337500333315,0,0.0
390,-0.05451720203054378,-0.05451720203054378,0,0.0
391,-0.016164519474451078,-0.016164519474451078,0,0.0
392,-0.13405149587551632,-0.13405149587551632,0,0.0
393,0.07913758377991253,0.07913758377991253,0,0.0
394,0.208064378271162,0.208064378271162,0,0.0
395,0.10370642065047662,0.10370642065047662,0,0.0
396,-0.12996119204293885,-0.12996119204293885,0,0.0
397,0.010676999652094885,0.010676999652094885,0,0.0
398,0.02307985360500189,0.02307985360500189,0,0.0
399,0.14011011415092872,0.14011011415092872,0,0.0
400,-0.051970645279694125,-0.051970645279694125,0,0.0
401,-0.12953604134931834,-0.12953604134931834,0,0.0
402,-0.09271033405169754,-0.09271033405169754,0,0.0
403,-0.04356299959502016,-0.04356299959502016,0,0.0
404,-0.061314880013600984,-0.061314880013600984,0,0.0
405,0.02194568914287312,0.02194568914287312,0,0.0
406,-0.07694251562124074,-0.07694251562124074,0,0.0
407,-0.08018109882769657,-0.08018109882769657,0,0.0
408,-0.03672681276671921,-0.03672681276671921,0,0.0
409,0.038098652958038846,0.038098652958038846,0,0.0
410,0.1089857727286639,0.1089857727286639,0,0.0
411,-0.03289532159246357,-0.03289532159246357,0,0.0
412,-0.20152482889326587,-0.20152482889326587,0,0.0
413,-0.026873116606269065,-0.026873116606269065,0,0.0
414,0.052037873691597084,0.052037873691597084,0,0.0
415,-0.02784373138112388,-0.02784373138112388,0,0.0
416,0.12243263770903379,0.12243263770903379,0,0.0
417,0.11508231987273769,0.11508231987273769,0,0.0
418,0.18550904676276606,0.18550904676276606,0,0.0
419,0.13214262157667622,0.13214262157667622,0,0.0
420,0.27468708039698647,0.27468708039698647,0,0.0
421,0.3688552242465744,0.3688552242465744,0,0.0
422,0.21525034846995492,0.21525034846995492,0,0.0
423,0.19558632902208462,0.19558632902208462,0,0.0
424,0.17795658848219148,0.17795658848219148,0,0.0
425,0.24011116073457114,0.24011116073457114,0,0.0
426,0.06000526483320816,0.06000526483320816,0,0.0
427,0.06858712571949624,0.06858712571949624,0,0.0
428,0.14871109629391416,0.14871109629391416,0,0.0
429,-0.07062249675107934,-0.07062249675107934,0,0.0
430,-0.20456606792622384,-0.20456606792622384,0,0.0
431,-0.3534515727667733,-0.3534515727667733,0,0.0
432,-0.26878872807262966,-0.26878872807262966,0,0.0
433,-0.07258644232515285,-0.07258644232515285,0,0.0
434,0.1459242969640065,0.1459242969640065,0,0.0
435,0.13866620407821328,0.13866620407821328,0,0.0
436,0.24460965842689852,0.24460965842689852,0,0.0
437,0.029944340104387013,0.029944340104387013,0,0.0
438,-0.19530470353738558,-0.19530470353738558,0,0.0
439,-0.16778740074044776,-0.16778740074044776,0,0.0
440,-0.05676243499095037,-0.05676243499095037,0,0.0
441,-0.015121942654080053,-0.015121942654080053,0,0.0
442,-0.20748927712906165,-0.20748927712906165,0,0.0
443,-0.17187903712371214,-0.17187903712371214,0,0.0
444,-0.2264523243236427,-0.2264523243236427,0,0.0
445,-0.07981879715116787,-0.07981879715116787,0,0.0
446,0.01809525175347907,0.01809525175347907,0,0.0
447,-0.06354801779971869,-0.06354801779971869,0,0.0
448,-0.10584415632414013,-0.10584415632414013,0,0.0
449,-0.1778870736882635,-0.1778870736882635,0,0.0
450,-0.1274087374131,-0.1274087374131,0,0.0
451,0.029164656857296536,0.029164656857296536,0,0.0
452,-0.049759131665097156,-0.049759131665097156,0,0.0
453,0.004764414848247411,0.004764414848247411,0,0.0
454,-0.039262403625626725,-0.039262403625626725,0,0.0
455,-0.11165008909638528,-0.11165008909638528,0,0.0
456,-0.09217062654743867,-0.09217062654743867,0,0.0
457,-0.15493071566061128,-0.15493071566061128,0,0.0
458,-0.16087537775371952,-0.16087537775371952,0,0.0
459,-0.21750194832973824,-0.21750194832973824,0,0.0
460,0.054646030178592264,0.054646030178592264,0,0.0
461,0.09074356900599433,0.09074356900599433,0,0.0
462,-0.008306901630181551,-0.008306901630181551,0,0.0
463,-0.0033962440319219023,-0.0033962440319219023,0,0.0
464,-0.012288419868584194,-0.012288419868584194,0,0.0
465,-0.031248447041805273,-0.031248447041805273,0,0.0
466,0.03887559634461514,0.03887559634461514,0,0.0
467,0.11310093748878369,0.11310093748878369,0,0.0
468,0.02965551596105117,0.02965551596105117,0,0.0
469,-0.05647759879338381,-0.05647759879338381,0,0.0
470,-0.0786183519420817,-0.0786183519420817,0,0.0
471,-0.2817912782685471,-0.2817912782685471,0,0.0
472,-0.3612284584462766,-0.3612284584462766,0,0.0
473,-0.09593708435885939,-0.09593708435885939,0,0.0
474,0.15999279555229617,0.15999279555229617,0,0.0
475,0.122278049357971,0.122278049357971,0,0.0
476,0.12347957668149423,0.12347957668149423,0,0.0
477,0.10545306692795481,0.10545306692795481,0,0.0
478,0.36755461905158876,0.36755461905158876,0,0.0
479,0.38491057299913767,0.38491057299913767,0,0.0
480,0.22162577544091575,0.22162577544091575,0,0.0
481,0.004764461692862487,0.004764461692862487,0,0.0
482,-0.20115821775965043,-0.20115821775965043,0,0.0
483,-0.14153310295957053,-0.14153310295957053,0,0.0
484,-0.14862991334415665,-0.14862991334415665,0,0.0
485,-0.23282268104317866,-0.23282268104317866,0,0.0
486,-0.22118945058996425,-0.22118945058996425,0,0.0
487,-0.2385418246247752,-0.2385418246247752,0,0.0
488,0.022118593925429197,0.022118593925429197,0,0.0
489,0.15356721576024346,0.15356721576024346,0,0.0
490,0.11763278969144719,0.11763278969144719,0,0.0
491,0.21138720249011164,0.21138720249011164,0,0.0
492,0.1533200348185617,0.1533200348185617,0,0.0
493,-0.005749832775999331,-0.005749832775999331,0,0.0
494,0.11704853454245394,0.11704853454245394,0,0.0
495,0.1486797985576289,0.1486797985576289,0,0.0
496,-0.008190483495033318,-0.008190483495033318,0,0.0
497,-0.05532221431591325,-0.05532221431591325,0,0.0
498,-0.13018150009219967,-0.13018150009219967,0,0.0
499,-0.2313607303070107,-0.2313607303070107,0,0.0
500,-0.06643452947400452,-0.06643452947400452,0,0.0
501,0.18406618652921158,0.18406618652921158,0,0.0
502,0.02068309773625604,0.02068309773625604,0,0.0
503,0.03603016455221961,0.03603016455221961,0,0.0
504,-0.04037674481765821,-0.04037674481765821,0,0.0
505,-0.0882199671410401,-0.0882199671410401,0,0.0
506,-0.12174001717318736,-0.12174001717318736,0,0.0
507,-0.16614709727832347,-0.16614709727832347,0,0.0
508,-0.10371751159353862,-0.10371751159353862,0,0.0
509,-0.13283960146026996,-0.13283960146026996,0,0.0
510,-0.05848249627152437,-0.05848249627152437,0,0.0
511,-0.0252418876700792,-0.0252418876700792,0,0.0
512,-0.032391815568399464,-0.032391815568399464,0,0.0
513,-0.11162144112486352,-0.11162144112486352,0,0.0
514,-0.1404959228430442,-0.1404959228430442,0,0.0
