@relation 'UnivariateSEA'
@attribute feature1 numeric
@attribute class {groupA,groupB}
@data
1.035504460718909,groupA
7.253560950096207,groupB
0.4584820485557606,groupA
9.481774276753276,groupB
8.241779807652962,groupA
2.265925426480233,groupA
7.836957640829522,groupB
7.695912332958704,groupB
9.482412531074488,groupB
8.344771955251618,groupB
0.8810436542506483,groupA
1.7140571970469887,groupB
1.0828766668973666,groupA
6.540616695232667,groupB
7.12540542546545,groupB
1.2887810688094814,groupA
8.325269067012087,groupB
3.3386606057060875,groupB
5.923050821214085,groupB
0.6098053731890318,groupA
4.436669378848696,groupB
3.543965663778285,groupA
5.8882524037761295,groupA
2.8859587117647276,groupA
0.6523822454381667,groupA
2.4800554976998335,groupB
8.53333802205628,groupB
1.1883245540477771,groupB
7.335461068190546,groupB
6.175651317852118,groupB
2.6551227259485155,groupA
0.9634653451759656,groupA
9.94071708385713,groupB
0.16816759873373166,groupA
0.895997235788969,groupA
1.9698552405674585,groupB
7.82287949889608,groupA
3.5610953264166714,groupA
7.203008438771512,groupB
2.6615331559207744,groupB
6.639461374181284,groupB
3.2092774357396,groupA
0.004797471300573841,groupA
7.586209637893627,groupA
0.6177332199413843,groupA
2.013942332437695,groupA
1.533906595874187,groupB
9.245075823941246,groupB
2.0642396601848576,groupB
6.899515890424768,groupB
4.397358093501511,groupB
5.3615640703526175,groupA
6.110578883992927,groupB
3.1967682425843877,groupA
5.141940241109183,groupA
2.628275445282765,groupA
6.320421041587448,groupA
7.9205896494082,groupB
3.916445578969391,groupA
9.965884604644517,groupB
5.0335155112836825,groupA
0.3232189811069308,groupB
4.489093165212671,groupA
1.074556843154273,groupA
3.389978999252735,groupB
2.611378980153293,groupB
9.766157434469525,groupB
4.745418773888729,groupA
3.153487633294639,groupA
0.7936072854613252,groupA
1.852825185086735,groupB
5.903917784477489,groupB
2.6198815355568184,groupA
7.195911675398903,groupB
9.7186418562689,groupB
3.77413521654955,groupB
5.036642894033154,groupA
4.642324326731143,groupB
1.140478151998311,groupB
0.6977905850794752,groupA
1.6410013203393825,groupB
3.003298093213136,groupB
3.102398897385179,groupA
5.046950342903881,groupB
5.316054833960173,groupB
2.599252511247977,groupA
7.884524316997181,groupA
0.08730767569404607,groupA
1.2250553623358396,groupA
4.607788382177652,groupA
2.1660934098657183,groupB
2.550033108526369,groupB
9.967391958255263,groupB
5.428690396618841,groupB
7.439347025842844,groupB
6.744056096235138,groupA
7.753094405229138,groupB
2.147191374110977,groupB
0.5622058307443001,groupB
3.1954281424559348,groupB
8.85687176671647,groupB
7.508134242721231,groupB
9.394384197102633,groupB
2.663098718672132,groupA
3.8225840420354293,groupA
0.8454727169602383,groupA
6.032734164931243,groupB
3.7966996425029107,groupA
4.273113148505313,groupB
2.345582007464335,groupA
7.40011004002721,groupB
4.236250373164749,groupB
2.061128758601903,groupB
0.9704298432060254,groupB
2.9045504618262785,groupA
3.3892390408638717,groupA
8.28925799948342,groupB
5.907860814281869,groupB
1.9724622609424758,groupB
9.959299039882989,groupB
1.4434088102664588,groupA
0.09991617177727563,groupB
0.7149117082168921,groupA
7.263347037617052,groupB
4.624004842519596,groupB
5.243800198246525,groupB
9.397976052982871,groupB
4.900060340493917,groupA
9.323919660557099,groupB
6.650167997956444,groupA
8.188005867284227,groupB
1.0801382753394462,groupB
8.179958289900728,groupB
4.934908347526575,groupA
2.606009564907633,groupB
7.274864407942704,groupB
6.001608275916814,groupA
9.137362170082595,groupA
6.871315439140514,groupB
6.379785630766406,groupB
7.634967008308013,groupB
2.3925302745513246,groupA
9.806104610656085,groupB
9.639272051880969,groupB
1.9235286188463419,groupA
9.598617573332046,groupB
6.015960635934022,groupA
2.668559734344961,groupA
3.3468867647348777,groupA
4.94429981461845,groupB
3.8076507787298564,groupB
0.2945202983298578,groupA
0.6131465531601221,groupA
1.9912218173827112,groupA
9.748085863593293,groupB
6.085584818148927,groupA
4.40447070273538,groupA
7.014023230334306,groupB
9.245672669257686,groupB
9.544405269861539,groupA
3.074940083433341,groupB
7.21895122506635,groupB
9.228732426293451,groupB
0.4021747160604183,groupA
4.916856371513347,groupB
4.49796023694823,groupA
6.4306967054279465,groupB
0.40800540337102786,groupA
1.7804638001333561,groupA
5.7019258017326555,groupB
6.337542518243479,groupB
2.796074818653065,groupA
0.5813819471057091,groupA
5.676797562253794,groupB
9.222292971200245,groupB
4.30186072377075,groupA
4.382050664356899,groupB
6.111521595569486,groupB
1.4410191918730542,groupA
4.469882597154916,groupB
2.2042320820210604,groupA
3.6764371390053308,groupA
0.19503015993532546,groupA
9.050919434955842,groupB
9.02884992565858,groupB
5.034436283418393,groupB
6.018967603331474,groupB
4.747375543139426,groupB
3.170678105481807,groupA
4.602049274015513,groupB
9.422224849567668,groupB
9.37076797822587,groupB
4.575911111358117,groupA
6.910088859168544,groupB
1.3231243512756408,groupA
6.783426569064862,groupA
2.8714433843146336,groupA
8.018671242305754,groupB
3.446998624305717,groupB
8.684367790450896,groupA
0.0805379413002183,groupA
6.603107418770496,groupB
6.829881694145485,groupA
3.4626433612571725,groupB
7.788991054423544,groupB
2.437956415306748,groupB
8.441809929064982,groupA
5.794719646731129,groupB
8.771156284590898,groupB
8.427736916584628,groupB
7.024393558518987,groupB
3.438816609375177,groupA
6.33229476640678,groupA
7.894508977987613,groupB
6.176753542145875,groupB
0.5305837686058468,groupA
2.152453622313767,groupA
5.333582604260245,groupB
2.0162516639103547,groupA
9.581719442133908,groupB
2.580920112754556,groupB
0.5565688584875961,groupA
3.2235746163804557,groupB
9.015582937625627,groupB
0.0765598731039574,groupA
0.2921723038886803,groupB
6.637301511307121,groupA
5.349750535826095,groupA
7.859012335979685,groupB
0.6146383011484102,groupA
2.816474811072717,groupA
1.6817238116474464,groupB
2.4635620525966684,groupA
8.691414627131223,groupB
4.0100654746452244,groupB
8.796369492006797,groupA
7.507046114314253,groupA
4.427966006832726,groupB
4.9724347536341895,groupB
5.556571510221181,groupA
7.895654529337309,groupB
5.750088742560187,groupB
3.1006253350775315,groupB
9.045220451442312,groupB
3.353962969599711,groupB
5.08264184422641,groupB
3.8429148969199964,groupB
6.699015491779328,groupB
3.5377445134476138,groupB
6.607098373339493,groupB
5.482713000147151,groupB
6.133302364929781,groupB
0.2145889217526642,groupA
2.126373659031897,groupA
1.8254388889215512,groupB
8.941769745938151,groupA
9.753350972571731,groupB
8.82028714905986,groupB
4.4401424590091185,groupB
2.123488350255547,groupB
7.246983018205146,groupA
1.2938507551454004,groupA
7.707702395090548,groupB
1.3194521536613957,groupA
1.3881447266230662,groupB
7.527199224317394,groupB
9.62261118844086,groupA
9.32715356982854,groupB
2.201643713132727,groupA
8.522927715631651,groupB
1.048492317653893,groupA
8.719292635803491,groupB
5.9844975491380925,groupA
2.4752387244061747,groupB
2.7452901923704753,groupB
0.3546258662152746,groupA
8.479255868065804,groupB
9.485686477496866,groupB
7.118842517517274,groupB
8.387218028905961,groupB
7.168924542513996,groupB
3.521271338188212,groupA
4.285507288927875,groupB
4.52562286367157,groupA
1.4859331984969015,groupA
6.219767234947113,groupA
6.033492015711424,groupB
8.955273314613283,groupB
9.120314025842426,groupB
7.030776248301136,groupB
7.780225140910701,groupB
5.92379604880001,groupB
2.0346742663990955,groupA
6.244181343565226,groupB
6.19685008379801,groupB
8.627031997217417,groupA
5.380362346984567,groupB
9.87424648825514,groupB
7.165903145441036,groupA
0.06895158150002301,groupA
0.48901445092401574,groupA
6.7801527942708075,groupA
5.869317821860353,groupA
5.06586032553689,groupB
2.308639986826541,groupA
0.42360455105635797,groupB
3.627719746178176,groupA
8.807473861557472,groupA
5.979625891277513,groupA
7.371362182732142,groupB
7.528954208600929,groupA
1.3765974609970721,groupA
4.213234650224793,groupA
7.093986238781494,groupA
1.638033013838881,groupB
6.585930010671774,groupA
0.34687773275062894,groupA
8.309289013122898,groupA
7.760111257047841,groupA
0.3544177630520673,groupB
3.603933621976875,groupB
4.556315213359056,groupA
9.264331628777894,groupB
5.774786043800794,groupA
6.472139639634058,groupB
9.818186549466844,groupA
0.6448133186436877,groupA
2.8953482216734896,groupB
6.118417036885334,groupB
5.763680589577192,groupA
5.414836042700811,groupB
4.148619044452021,groupA
5.3578736918028405,groupB
7.940543543585289,groupB
5.0642833892192005,groupB
6.121111644586915,groupB
5.462959563467761,groupA
4.389592518321327,groupB
6.465287116272096,groupB
4.006162337823342,groupB
5.7013277602393195,groupA
7.487717040037188,groupB
5.9371738053843135,groupB
2.366673279725784,groupA
9.187642333143252,groupB
7.168785049844581,groupB
6.673358036425865,groupB
9.727975751753643,groupB
3.7789066808418434,groupB
0.28175114472457574,groupB
6.22768588798567,groupB
1.7120714119270275,groupB
1.2821020800924998,groupA
8.961301293787733,groupB
0.9375124760664377,groupB
8.821482223632216,groupB
0.21806585031087122,groupA
8.213223078630937,groupB
0.5509145975114937,groupA
8.210811862270525,groupB
2.4313537345888014,groupB
5.128179794339283,groupA
4.795022372697303,groupB
0.6925700038860649,groupA
3.680834523876891,groupB
5.376284789839241,groupB
2.3843873483394695,groupB
3.3753153516875525,groupB
3.312241913439391,groupA
6.012140614606551,groupA
5.079252818376132,groupA
7.50990759894102,groupB
9.617844874053201,groupB
1.7158976536788118,groupA
5.263912225971006,groupB
9.825604654917763,groupB
0.5395902290414578,groupA
6.959240254595929,groupB
5.369206258237788,groupB
2.5925784423545704,groupB
5.074006894613517,groupB
2.2335880114715403,groupA
3.898486867076103,groupA
3.2906245890776176,groupA
8.787134481176388,groupB
4.397553332287444,groupB
3.264715542375547,groupB
3.7535865149974956,groupA
8.036732527923117,groupB
0.8468742872493995,groupA
3.883163971750151,groupB
2.3722891890055466,groupA
6.211841238621374,groupB
4.006506449058933,groupB
1.6085604811837995,groupA
1.9712462813300868,groupA
2.0148849403706492,groupA
6.483850358413675,groupA
8.620406727603168,groupB
2.6405560088787383,groupB
3.6012263158912505,groupA
0.9655768173612012,groupA
3.0521753848992796,groupA
9.6374171393879,groupA
3.4213838478658696,groupA
0.918234027987489,groupA
9.179609406103994,groupA
4.723526627517134,groupB
0.6418090817831745,groupA
4.663638840246258,groupB
6.824508620486655,groupB
7.445999280023667,groupB
0.9046763283912451,groupB
3.2115175619454717,groupA
7.131100125603367,groupB
5.089780322486583,groupB
5.372846794198594,groupB
1.080325254393374,groupA
8.213978168315602,groupB
4.737058322992375,groupA
2.0340356266020887,groupA
4.427689762122704,groupA
1.8850824745214434,groupA
3.1908469322148294,groupB
5.243015509086031,groupB
5.3183470542108555,groupB
5.111366627383603,groupA
4.801400625416626,groupB
3.6909254421536364,groupA
8.522320744224768,groupB
2.7476107993420107,groupB
9.539931388106773,groupB
0.22871493028713608,groupB
4.47078790639196,groupA
1.9868832126667435,groupA
4.277375718715857,groupB
8.153426398855977,groupB
0.9816338332238383,groupA
1.7748389789691255,groupB
6.148701219916537,groupA
0.20119173297078463,groupB
7.149980219003197,groupB
9.887515237573481,groupB
4.336131707819307,groupB
7.182993724172084,groupA
5.898514999469028,groupB
6.563422657755026,groupA
3.527157845831491,groupB
0.1456950848688976,groupA
0.5846322729506248,groupA
1.441178602970441,groupA
0.8535075194887021,groupA
1.432572613797124,groupA
4.721238127870965,groupA
2.3590885549730487,groupA
7.172307768908324,groupB
7.939385895638082,groupB
9.209466523998287,groupB
2.4420688858552198,groupB
1.2061924982848826,groupA
2.192370712457594,groupB
5.897012947448093,groupB
0.29703798374132395,groupA
1.1295608650075961,groupA
0.185743822395239,groupA
0.12670110372182464,groupB
6.367009053259835,groupA
6.706743755050634,groupB
6.874347446452131,groupB
4.056292543414902,groupB
3.2069766686282772,groupA
6.806479067808802,groupA
2.081730301024709,groupA
0.7112869569944602,groupB
5.13547157020691,groupB
2.0065023729963416,groupA
8.708750543610076,groupB
0.24510038617691632,groupB
2.2222198471039722,groupA
1.751707501001064,groupB
7.459979159798291,groupB
1.9618876467071178,groupA
8.576353165959356,groupB
6.047398223123171,groupB
4.88579040866684,groupB
1.0114712185135188,groupA
6.426447294718511,groupB
5.5826188265701795,groupA
5.001802280466313,groupB
7.967175067778324,groupA
6.402464007616003,groupA
3.3330944859498546,groupA
5.822813054102593,groupB
3.888423890159136,groupB
3.953336186976879,groupB
8.653407556587801,groupB
6.157817196337484,groupB
7.062079359557739,groupB
0.019087369482038152,groupA
9.416868410094434,groupB
1.3720938388463322,groupB
9.989713113166715,groupB
6.323429491355829,groupB
3.401074330275049,groupA
9.541515877143045,groupB
3.8912261504411805,groupB
7.205855136341551,groupB
0.5680853546165099,groupA
7.606646115373913,groupB
1.0459363634832608,groupA
8.359246637105311,groupA
8.589939049233111,groupB
5.477106846269081,groupA
3.6768551339249997,groupB
0.6115747482562695,groupA
4.581065978594422,groupA
0.3311959956753985,groupA
8.257402072108649,groupB
3.763780692990848,groupA
2.896033278931186,groupA
2.986486638052418,groupA
0.5061061285193769,groupA
1.0895361229371436,groupA
7.629613430457902,groupA
8.662747961761104,groupA
3.8264861472913534,groupA
1.3791636678582742,groupA
6.4309130852162575,groupB
9.791204013133934,groupB
0.40762722962902953,groupB
9.176214632457079,groupB
0.9474065460678571,groupA
3.9099258664711654,groupB
2.9560403343537778,groupB
9.261428223570029,groupA
6.900152207556953,groupA
3.883799918577563,groupA
7.3800455469007185,groupB
2.479176857755432,groupB
0.9289285424949612,groupB
5.552544880289671,groupA
4.461741427869078,groupA
3.013930831974595,groupB
1.124962273286959,groupA
2.888922111363269,groupA
6.364910659005454,groupB
3.390393024295102,groupA
6.997547664716257,groupB
7.38262948987642,groupB
1.94509399173862,groupB
1.3161425222426415,groupA
2.626103618102814,groupA
4.788126553017093,groupA
1.4243082840170918,groupB
0.37903855240872253,groupA
3.2768232290906774,groupB
2.815363840916816,groupA
4.710134129266653,groupB
5.2661534877168705,groupB
1.8774437023276613,groupB
0.623296027166772,groupB
0.08841144171596538,groupA
7.143269653632558,groupB
2.7280602251434227,groupB
9.013222083981402,groupB
8.280706519924145,groupB
9.024383061853449,groupB
7.682229290030609,groupB
6.522119499894426,groupB
5.980820611782855,groupB
7.113343242470396,groupB
5.981592391000304,groupA
4.788796255809249,groupA
8.486512428996383,groupB
7.302618155418372,groupA
5.908339796144562,groupB
8.805095455827292,groupB
1.4096190780855478,groupA
6.198838387018083,groupB
1.5912233116630858,groupB
7.261599132343908,groupB
0.6349625354851729,groupA
0.4866532093384768,groupA
5.539488316706383,groupA
2.0370303235237808,groupB
9.62964895020047,groupB
4.260637012641283,groupB
9.880709226111616,groupB
6.941391626687208,groupB
6.272187049291792,groupB
0.6124407239744445,groupA
1.6575494854715445,groupB
5.6770296992554705,groupB
2.936591904537514,groupB
5.563700731717475,groupA
8.928126166981002,groupB
0.29534528007164274,groupA
4.460390228453713,groupB
1.0348003143941464,groupA
0.5668853227716675,groupA
0.4594838145164426,groupA
7.646014551796117,groupB
0.4295817126954782,groupB
8.548402463318507,groupB
2.928616747275483,groupB
2.3600626231423982,groupB
9.434380184804168,groupB
3.8047524887693496,groupA
0.8045756140976257,groupA
0.34062164776460624,groupA
4.457987743221885,groupA
6.386270646971481,groupB
5.267679482348859,groupA
1.2043917019941763,groupB
7.8027003302751545,groupB
5.2525697193289975,groupA
4.410345661896836,groupB
1.536530408068737,groupA
8.024617569365182,groupA
9.421327102781445,groupB
6.083019741433776,groupB
8.48953921308334,groupB
4.226751925851894,groupB
8.971036832224167,groupA
4.7193705707328215,groupB
3.1244663627479308,groupA
7.287870599351148,groupB
4.31385521555744,groupB
7.322572053821594,groupB
5.378286762850949,groupB
9.663763178585603,groupB
4.727788546380122,groupA
6.181623789191972,groupA
4.5843509227952115,groupA
8.6499287057642,groupB
1.0845115193496924,groupA
6.5495351255477985,groupB
9.92587014105329,groupB
8.453385533298894,groupB
3.469477988463421,groupA
6.151105615225313,groupB
0.05183710268651942,groupA
1.5180928397538096,groupB
6.622932593815268,groupB
0.7879724337525551,groupA
1.7856594687520677,groupB
4.058697938401342,groupA
6.2108859200210675,groupB
0.8573396827740976,groupB
3.8329188248112733,groupA
9.300154495050355,groupB
7.459771720788503,groupA
7.7768691012476445,groupA
2.538667242270164,groupA
1.459056290677363,groupA
6.971852388318131,groupA
6.183858384888305,groupB
5.917827729466714,groupA
5.842967439647964,groupB
5.113626956190975,groupA
7.518084730970278,groupB
7.714692156845643,groupA
4.736973103012526,groupB
3.4885324533963766,groupA
6.964304736884708,groupB
1.4379988965353785,groupA
3.9862794304787066,groupA
2.1387776292429503,groupA
8.575899702412928,groupB
1.9342387328625499,groupA
2.7078334604118357,groupA
8.458680763201192,groupB
1.1728001499613738,groupB
8.83997462834445,groupB
4.554271195063835,groupA
2.751596752978646,groupB
9.845628894948147,groupB
7.399178569032721,groupA
6.935411655176629,groupB
9.051373869120585,groupB
7.738743531555161,groupB
0.8176854495467145,groupA
7.945142575900636,groupB
8.602961209006137,groupB
9.456032418141511,groupB
8.196446855398671,groupB
5.157780870473786,groupB
3.319779378565201,groupA
8.75721750063294,groupB
9.749633127766456,groupB
6.504476682705759,groupB
7.8909347888946915,groupB
8.105024800555302,groupA
8.552898786616504,groupB
9.017356129665092,groupB
9.001286568011796,groupB
8.594699142357884,groupA
5.5300705157813965,groupB
4.081001439529124,groupB
4.572452426610514,groupB
4.450447480263268,groupB
2.2907736958004743,groupA
8.045447750273851,groupB
2.972515435573002,groupA
3.8057852125785505,groupB
8.263359846695037,groupB
9.563759561606739,groupB
3.934686943033184,groupA
5.187435528193096,groupB
3.2820482606838377,groupA
2.095844382569351,groupB
8.34742601908416,groupB
8.88015681026795,groupA
1.308260952256699,groupB
3.787590515461371,groupA
1.2262313016881499,groupA
2.1411747432099015,groupB
2.686283751394938,groupA
1.8535864560645476,groupA
0.8649474581594285,groupA
3.6300268614385853,groupA
1.6139860567288922,groupB
3.9692157427461847,groupB
1.425184214773807,groupA
3.088610479620415,groupA
8.180404321191164,groupA
1.6642292244926171,groupA
6.808258194335703,groupB
8.50682606245803,groupB
4.182431055358351,groupA
6.799109112261686,groupB
0.5356825561593148,groupA
2.094937336711271,groupA
3.250167396759286,groupB
0.7355361475649891,groupB
1.2310423977632345,groupA
4.301901731062965,groupB
5.82107254798339,groupA
0.4647298445884618,groupA
2.0563683633405807,groupB
8.91046185446668,groupB
0.9119199924792587,groupB
7.757684946773188,groupB
7.736758497668021,groupB
2.539516941754214,groupB
0.11860044722268426,groupB
7.218578042543541,groupB
6.453742684817132,groupB
5.420697411426074,groupB
5.969556732838608,groupB
0.16970808750501498,groupA
9.46515451973864,groupA
2.4114549584754874,groupB
0.7804305644820575,groupA
1.6299304292883754,groupB
6.600304260961013,groupB
0.2773156492765061,groupA
3.0854322979850215,groupB
2.669031290162429,groupA
5.285967889933618,groupB
9.331048721942208,groupB
4.103821073533824,groupB
5.372001953522081,groupB
8.201823794199306,groupB
0.659844785448237,groupB
4.5552983385216175,groupA
0.11761125327121147,groupB
5.482955196022278,groupB
9.100469534891149,groupB
3.4523980314240275,groupA
7.296667700574144,groupB
1.2400642192128253,groupB
2.6277712256254624,groupA
1.726172721206295,groupB
7.742319598736728,groupB
7.432092820115786,groupA
0.2886287783081476,groupA
9.107464192854808,groupB
7.636774413784405,groupB
6.396703213250815,groupB
8.719963972465296,groupB
7.482372100473062,groupB
6.458855794997361,groupB
3.936000232686875,groupA
5.7080555411171865,groupB
5.828558247782426,groupA
7.451456087093938,groupA
9.30117047946792,groupB
3.343110981679941,groupB
4.148765888100883,groupB
3.2676140181465785,groupA
4.9723362059452025,groupB
1.8576373829002912,groupA
7.848292314399906,groupA
8.892764696917254,groupB
5.259567767522721,groupB
3.0631185368649536,groupA
1.5216430991000995,groupA
5.976571911694739,groupB
7.647121845300722,groupB
2.864116205246656,groupA
6.856589149011315,groupA
8.52231314540559,groupB
7.87378611890977,groupB
0.17319320516511638,groupB
3.53640525556283,groupA
8.000405849965343,groupB
9.114648681661373,groupB
2.8087588506107197,groupA
2.7970068898612386,groupB
4.744520769536253,groupA
6.649397622591672,groupA
3.8595887781067137,groupB
9.317632522701523,groupB
2.666679817119628,groupA
3.133833773369381,groupB
7.366627129550773,groupB
0.002928003636222254,groupA
